id,customer_id,value,date
929,4,575.82,2025-01-28
930,48,630.18,2025-01-20
931,27,382.41,2025-02-20
932,46,840.55,2025-01-26
933,32,2337.51,2025-02-15
934,44,815.09,2025-01-16
935,19,346.68,2025-02-21
936,16,2097.7,2025-02-17
937,16,784.67,2025-02-08
938,32,361.24,2025-02-24
939,44,501.39,2025-03-02
940,25,501.05,2025-01-30
941,31,310.84,2025-02-22
942,2,323.09,2025-02-03
943,27,2020.26,2025-01-14
944,7,59.88,2025-02-13
945,30,157.67,2025-01-07
946,8,625.25,2025-02-16
947,26,270.2,2025-02-06
948,33,597.67,2025-01-12
949,46,822.98,2025-02-12
950,24,709.53,2025-01-03
951,23,440.36,2025-01-31
952,22,355.63,2025-02-16
953,5,188.98,2025-01-30
954,38,384.9,2025-01-06
955,4,442.07,2025-02-14
956,11,833.45,2025-02-01
957,26,636.39,2025-01-07
958,40,373.22,2025-02-12
959,46,909.41,2025-03-01
960,37,585.57,2025-01-15
961,2,393.51,2025-02-03
962,2,675.84,2025-02-11
963,28,931.07,2025-02-06
964,7,910.3,2025-02-11
965,30,453.77,2025-02-01
966,11,588.3,2025-02-08
967,20,64.51,2025-02-08
968,17,344.35,2025-02-25
969,21,175.7,2025-01-03
970,19,187.39,2025-01-15
971,41,907.53,2025-02-08
972,18,644.78,2025-02-21
973,3,689.43,2025-01-10
974,40,637.8,2025-01-14
975,32,566.06,2025-02-27
976,8,56.62,2025-01-03
977,26,490.59,2025-01-24
978,27,103.02,2025-02-04
979,26,462.32,2025-02-03
980,7,252.89,2025-01-05
981,10,433.47,2025-02-22
982,46,139.89,2025-02-21
983,22,819.63,2025-01-18
984,48,829.01,2025-02-03
985,39,667.29,2025-02-14
986,11,238.6,2025-01-25
987,15,697.28,2025-01-01
988,13,872.94,2025-02-05
989,37,841.25,2025-02-26
990,17,930.54,2025-02-02
991,32,901.97,2025-02-03
992,50,848.4,2025-03-01
993,50,655.34,2025-01-05
994,2,278.02,2025-02-19
995,2,900.2,2025-01-11
996,20,1857.09,2025-02-08
997,3,641.41,2025-02-27
998,3,245.41,2025-02-24
999,33,837.98,2025-02-24
1000,13,523.34,2025-01-11
